reviewer_name,review_text,movie_name
Keith Garlington,"With “1917” Sam Mendes takes his audience on a perilous journey driven by a simple but tightly-wound story soaked in an unending tension. It’s a harrowing tale of heroism, friendship, and sacrifice.",1917
M.N. Miller,1917 is a stunning cinematic achievement.,1917
Jane Freebury,"MacKay is simultaneously appearing in the lead role of Justin Kurzel's True History of the Kelly Gang, the latest film about the local folk hero who refused to take orders from anyone.",1917
Victor Pineyro,For experiences like the one I had in the theatre watching this is why I love film. Constantly asking myself how they did this. Probably Sam Mendes' best movie to date. [Full review in Spanish],1917
Jimmy Cage,"Unfortunately I dont see what most see in 1917. Respectively, I hardly feel anything except some respect for the technical achievements. But that alone isnt enough - it actually slightly damages the film overall.",1917
Brian Eggert,The film's formal indulgences distract from its dramatic potential.,1917
Victoria Luxford,What makes it so special is the balance between artistry and realism. Mendes reaches down into the mud and finds something beautiful.,1917
Carson Timar,1917 is a technical masterpiece that comes together with genuine powerful emotion to become a captivating work of art.,1917
Salome Gonstad,"We should be drawn into the personal story--director Sam Mendes loosely based the movie on his grandfather Alfred's wartime experiences--but instead, we're watching all the smoke and mirrors. It's sound and fury that could signify so much more.",1917
Graeme Tuckett,"What could have been a gimmick in the service of a weaker narrative becomes a masterstroke here, basically denying us any let-off from the tension of what is happening on the screen.",1917
Milana Vujkov,The gimmicky side of [its single take] fades juxtaposed to the perspective it offers.,1917
Catherine Springer,"In addition to Deakins, production designer Dennis Gassner and composer Thomas Newman also add layers of bravura artistry to create an experience that will leave you breathless, heart pounding and absolutely emotionally wrecked by the end.",1917
Robin Holabird,Mendes creates one of the best films released in 2019.,1917
Roger Moore,"It's a great film -- among the greatest, and if you want to have an informed conversation about any movie any where in the world, ""Bicycle Thieves"" is the cornerstone work of your film cinema education.",Bicycle Thieves
Cory Woodroof,"This is one of the best studies of post-World War II Italy that you will find, as it’s just a sweeping portrait of unrelenting humanity on the brink of ruin.",Bicycle Thieves
Sean Axmaker,"[Vittorio] De Sica brings an almost documentary style to capture life in front of his lens, but infused it with an eye toward poetic realism.",Bicycle Thieves
Keith Garlington,“The Bicycle Thief” paints a bleak picture of a troubling cycle. It takes abject poverty and theft and links them together to form a depressing revolving door.,Bicycle Thieves
Brian Eggert,"At its most essential, the film cries out with humanity, establishing its place of renown in the highest ranks of international cinema.",Bicycle Thieves
André Bazin,"[Bicycle Thieves] does not depend on the mathematical elements of drama, the action does not exist beforehand as if it were an ""essence."" It follows from the pre-existence of the narrative, it is the ""integral"" of reality.",Bicycle Thieves
Sarah Brinks,The story of Bicycle Thieves is simple but the film isn't simple at all. I love that at its heart it is a film about the limits of a man's morality and his relationship with his son.,Bicycle Thieves
Richard Winnington,Bicycle Thieves is a wholly satisfying film in that de Sica has so simplified and mastered the mechanics of the job that nothing stands between you and his intention.,Bicycle Thieves
Mike Massie,"Deceptively simple, Vittorio De Sica's cinematic masterpiece features unequalled, authentic performances by non-actors.",Bicycle Thieves
Merl Edelman,So immediate is the reality of its experience that the audience seldom notices the excellence of its directorial craftsmanship.,Bicycle Thieves
Robert Ellis,If there ever was a picture whose impact left one realizing that men who are tortured are the same in any country -- this is the movie.,Bicycle Thieves
Clyde Gilmour,"A poetic tragi-comedy from Italy, at times recalling the art of Chaplin at his best in its blending of laughter and tears. It was masterfully directed by Vittorio De Sica.",Bicycle Thieves
Mattie Lucas,"Sparse, melancholy, and strikingly real, Bicycle Thieves has the haggard, hangdog feel of a documentary, with a dramatic structure so subtle that its shattering climax almost comes as a blindside.",Bicycle Thieves
Bob Thomas,"This gem tells the story of a frantic search bv a man and his son for a stolen bike which provided for the family's existence. It is told with the usual Italian realism, but with unusual excitement.",Bicycle Thieves
Christy Lemire,"Decades later, you can see the influence of Bicycle Thieves everywhere, in a variety of genres and languages.",Bicycle Thieves
Matt Brunson,"It's not hyperbole to flatly state that this is one of the all-time greats in the annals of cinema; on my own list, only Ingmar Bergman's The Seventh Seal ranks higher when it comes to foreign-language films.",Bicycle Thieves
James Kendrick,"It has passages of beauty and heartbreak that suggest a genuine humanism that is all too often lacking from movies whose primary goals are to thrill, excite, or otherwise distract from life itself.",Bicycle Thieves
Kate Muir,"Vittorio De Sica's Bicycle Thieves is tender and immediate, a simple tale of a man whose bike is stolenwhen his job and life depends upon it.",Bicycle Thieves
William Poster,"The Bicycle Thief does have a certain ramshackle simplicity, quietness, and even naivete that are not unwelcome as a change from the stunning noise, ingenuity, and sophistication of Hollywood.",Bicycle Thieves
Jonathan Rosenbaum,"The work of screenwriter Cesare Zavattini, director Vittorio De Sica, the nonprofessional actors, and many others is so charged with a common purpose that there's no point in even trying to separate their achievements.",Bicycle Thieves
Desmond Ryan,"It works its strange alchemy with riveting force… With this extraordinary film, Scorsese confirms his standing among our finest young directors. It is, among other things, a testament to the versatility that last produced Alice Doesn’t Live Here Anymore.",Taxi Driver
Janet Maslin,"Experiencing the film on an insulated, intellectual level is a virtual impossibility, thanks to a central performance so individualized and affecting that Travis is never in danger of becoming a statistic or a symbol.",Taxi Driver
John Huddy,"The bonds are close and tight between Scorsese's first film and his most recent effort. And yet Taxi Driver stands alone. It is original, harrowing, instant American mythology.",Taxi Driver
Kevin Kelly,"Taxi Driver is so volatile it nearly explodes from the screen. Under Martin Scorsese's brilliant direction, it works a dramatic tension that is inescapable, carefully, systematically straitjacketing its audience in the problems of its central character.",Taxi Driver
Cynthia Genser,"Scorsese has spit all his disgust right in our faces. Well, you don't have to like it. But when the doors of the [theater] opened to let us out, there was New York and I knew, I knew it was no longer possible to avoid the horror.",Taxi Driver
Gene Siskel,"Remove the cataclysmic ending from Taxi Driver and it would be one smashingly good motion picture. As it stands, the film is beautiful to look at, exciting to listen to, but much too much to stomach.",Taxi Driver
